term,date,count
conspiracy,1993-04,28
conspiracy,1993-05,21
conspiracy,1993-06,12
conspiracy,1993-07,21
conspiracy,1993-08,21
conspiracy,1993-09,15
conspiracy,1993-10,22
conspiracy,1993-11,42
conspiracy,1993-12,16
conspiracy,1994-01,18
conspiracy,1994-02,17
conspiracy,1994-03,32
conspiracy,1994-04,21
conspiracy,1994-05,14
conspiracy,1994-06,23
conspiracy,1994-07,42
conspiracy,1994-08,17
conspiracy,1994-09,25
conspiracy,1994-10,11
conspiracy,1994-11,20
conspiracy,1994-12,14
conspiracy,1995-01,21
conspiracy,1995-02,19
conspiracy,1995-03,41
conspiracy,1995-04,69
conspiracy,1995-05,139
conspiracy,1995-06,45
conspiracy,1995-07,58
conspiracy,1995-08,40
conspiracy,1995-09,35
conspiracy,1995-10,23
conspiracy,1995-11,18
conspiracy,1995-12,25
conspiracy,1996-01,23
conspiracy,1996-02,20
conspiracy,1996-03,11
conspiracy,1996-04,21
conspiracy,1996-05,15
conspiracy,1996-06,18
conspiracy,1996-07,31
conspiracy,1996-08,24
conspiracy,1996-09,36
conspiracy,1996-10,28
conspiracy,1996-11,34
conspiracy,1996-12,30
conspiracy,1997-01,51
conspiracy,1997-02,36
conspiracy,1997-03,30
conspiracy,1997-04,48
conspiracy,1997-05,33
conspiracy,1997-06,45
conspiracy,1997-07,37
conspiracy,1997-08,155
conspiracy,1997-09,61
conspiracy,1997-10,27
conspiracy,1997-11,53
conspiracy,1997-12,44
conspiracy,1998-01,47
conspiracy,1998-02,45
conspiracy,1998-03,39
conspiracy,1998-04,52
conspiracy,1998-05,39
conspiracy,1998-06,28
conspiracy,1998-07,21
conspiracy,1998-08,32
conspiracy,1998-09,23
conspiracy,1998-10,27
conspiracy,1998-11,39
conspiracy,1998-12,26
conspiracy,1999-01,28
conspiracy,1999-02,22
conspiracy,1999-03,19
conspiracy,1999-04,22
conspiracy,1999-05,33
conspiracy,1999-06,27
conspiracy,1999-07,21
conspiracy,1999-08,18
conspiracy,1999-09,28
conspiracy,1999-10,25
conspiracy,1999-11,37
conspiracy,1999-12,25
conspiracy,2000-01,29
conspiracy,2000-02,32
conspiracy,2000-03,27
conspiracy,2000-04,31
conspiracy,2000-05,52
conspiracy,2000-06,26
conspiracy,2000-07,22
conspiracy,2000-08,29
conspiracy,2000-09,41
conspiracy,2000-10,23
conspiracy,2000-11,36
conspiracy,2000-12,23
conspiracy,2001-01,24
conspiracy,2001-02,21
conspiracy,2001-03,29
conspiracy,2001-04,19
conspiracy,2001-05,38
conspiracy,2001-06,39
conspiracy,2001-07,22
conspiracy,2001-08,15
conspiracy,2001-09,24
conspiracy,2001-10,44
conspiracy,2001-11,26
conspiracy,2001-12,44
conspiracy,2002-01,35
conspiracy,2002-02,28
conspiracy,2002-03,41
conspiracy,2002-04,43
conspiracy,2002-05,30
conspiracy,2002-06,40
conspiracy,2002-07,37
conspiracy,2002-08,15
conspiracy,2002-09,49
conspiracy,2002-10,45
conspiracy,2002-11,32
conspiracy,2002-12,19
conspiracy,2003-01,32
conspiracy,2003-02,18
conspiracy,2003-03,44
conspiracy,2003-04,36
conspiracy,2003-05,43
conspiracy,2003-06,20
conspiracy,2003-07,28
conspiracy,2003-08,37
conspiracy,2003-09,35
conspiracy,2003-10,48
conspiracy,2003-11,52
conspiracy,2003-12,36
conspiracy,2004-01,33
conspiracy,2004-02,49
conspiracy,2004-03,57
conspiracy,2004-04,64
conspiracy,2004-05,47
conspiracy,2004-06,37
conspiracy,2004-07,59
conspiracy,2004-08,50
conspiracy,2004-09,23
conspiracy,2004-10,43
conspiracy,2004-11,51
conspiracy,2004-12,26
conspiracy,2005-01,26
conspiracy,2005-02,31
conspiracy,2005-03,26
conspiracy,2005-04,15
conspiracy,2005-05,31
conspiracy,2005-06,20
conspiracy,2005-07,26
conspiracy,2005-08,18
conspiracy,2005-09,22
conspiracy,2005-10,39
conspiracy,2005-11,28
conspiracy,2005-12,14
conspiracy,2006-01,13
conspiracy,2006-02,28
conspiracy,2006-03,40
conspiracy,2006-04,39
conspiracy,2006-05,84
conspiracy,2006-06,35
conspiracy,2006-07,44
conspiracy,2006-08,60
conspiracy,2006-09,47
conspiracy,2006-10,31
conspiracy,2006-11,39
conspiracy,2006-12,58
conspiracy,2007-01,39
conspiracy,2007-02,55
conspiracy,2007-03,29
conspiracy,2007-04,28
conspiracy,2007-05,60
conspiracy,2007-06,24
conspiracy,2007-07,30
conspiracy,2007-08,53
conspiracy,2007-09,26
conspiracy,2007-10,32
conspiracy,2007-11,50
conspiracy,2007-12,35
conspiracy,2008-01,45
conspiracy,2008-02,37
conspiracy,2008-03,38
conspiracy,2008-04,44
conspiracy,2008-05,51
conspiracy,2008-06,32
conspiracy,2008-07,34
conspiracy,2008-08,34
conspiracy,2008-09,31
conspiracy,2008-10,49
conspiracy,2008-11,40
conspiracy,2008-12,19
conspiracy,2009-01,14
conspiracy,2009-02,23
conspiracy,2009-03,21
conspiracy,2009-04,29
conspiracy,2009-05,42
conspiracy,2009-06,51
conspiracy,2009-07,52
conspiracy,2009-08,44
conspiracy,2009-09,42
conspiracy,2009-10,40
conspiracy,2009-11,62
conspiracy,2009-12,69
conspiracy,2010-01,52
conspiracy,2010-02,60
conspiracy,2010-03,54
conspiracy,2010-04,72
conspiracy,2010-05,43
conspiracy,2010-06,38
conspiracy,2010-07,32
conspiracy,2010-08,38
conspiracy,2010-09,45
conspiracy,2010-10,32
conspiracy,2010-11,30
conspiracy,2010-12,51
conspiracy,2011-01,50
conspiracy,2011-02,38
conspiracy,2011-03,25
conspiracy,2011-04,68
conspiracy,2011-05,135
conspiracy,2011-06,71
conspiracy,2011-07,48
conspiracy,2011-08,28
conspiracy,2011-09,68
conspiracy,2011-10,46
conspiracy,2011-11,50
conspiracy,2011-12,32
conspiracy,2012-01,35
conspiracy,2012-02,34
conspiracy,2012-03,42
conspiracy,2012-04,29
conspiracy,2012-05,44
conspiracy,2012-06,52
conspiracy,2012-07,40
conspiracy,2012-08,51
conspiracy,2012-09,46
conspiracy,2012-10,68
conspiracy,2012-11,56
conspiracy,2012-12,44
conspiracy,2013-01,402
conspiracy,2013-02,28
conspiracy,2013-03,32
conspiracy,2013-04,43
conspiracy,2013-05,68
conspiracy,2013-06,30
conspiracy,2013-07,40
conspiracy,2013-08,84
conspiracy,2013-09,33
conspiracy,2013-10,65
conspiracy,2013-11,107
conspiracy,2013-12,34
conspiracy,2014-01,224
conspiracy,2014-02,41
conspiracy,2014-03,38
conspiracy,2014-04,51
conspiracy,2014-05,47
conspiracy,2014-06,51
conspiracy,2014-07,87
conspiracy,2014-08,69
conspiracy,2014-09,59
conspiracy,2014-10,95
conspiracy,2014-11,64
conspiracy,2014-12,46
conspiracy,2015-01,160
conspiracy,2015-02,72
conspiracy,2015-03,61
conspiracy,2015-04,55
conspiracy,2015-05,94
conspiracy,2015-06,47
conspiracy,2015-07,85
conspiracy,2015-08,58
conspiracy,2015-09,75
conspiracy,2015-10,83
conspiracy,2015-11,81
conspiracy,2015-12,165
conspiracy,2016-01,267
conspiracy,2016-02,161
conspiracy,2016-03,77
conspiracy,2016-04,63
conspiracy,2016-05,155
conspiracy,2016-06,161
conspiracy,2016-07,156
conspiracy,2016-08,290
conspiracy,2016-09,270
conspiracy,2016-10,227
conspiracy,2016-11,272
conspiracy,2016-12,447
conspiracy,2017-01,200
conspiracy,2017-02,177
conspiracy,2017-03,303
conspiracy,2017-04,160
conspiracy,2017-05,306
conspiracy,2017-06,220
conspiracy,2017-07,131
conspiracy,2017-08,164
conspiracy,2017-09,148
conspiracy,2017-10,303
conspiracy,2017-11,209
conspiracy,2017-12,194
conspiracy,2018-01,241
conspiracy,2018-02,278
conspiracy,2018-03,289
conspiracy,2018-04,249
conspiracy,2018-05,319
conspiracy,2018-06,154
conspiracy,2018-07,197
conspiracy,2018-08,425
conspiracy,2018-09,267
conspiracy,2018-10,563
conspiracy,2018-11,303
conspiracy,2018-12,248
conspiracy,2019-01,249
conspiracy,2019-02,254
conspiracy,2019-03,323
conspiracy,2019-04,205
conspiracy,2019-05,264
conspiracy,2019-06,167
conspiracy,2019-07,295
conspiracy,2019-08,718
conspiracy,2019-09,290
conspiracy,2019-10,738
conspiracy,2019-11,907
conspiracy,2019-12,574
conspiracy,2020-01,344
conspiracy,2020-02,359
conspiracy,2020-03,440
conspiracy,2020-04,380
conspiracy,2020-05,720
conspiracy,2020-06,508
conspiracy,2020-07,483
conspiracy,2020-08,983
conspiracy,2020-09,805
conspiracy,2020-10,1173
conspiracy,2020-11,1193
conspiracy,2020-12,763
conspiracy,2021-01,1819
conspiracy,2021-02,1229
conspiracy,2021-03,521
conspiracy,2021-04,348
conspiracy,2021-05,499
conspiracy,2021-06,474
conspiracy,2021-07,418
conspiracy,2021-08,373
conspiracy,2021-09,474
conspiracy,2021-10,357
conspiracy,2021-11,444
conspiracy,2021-12,450
conspiracy,2022-01,417
conspiracy,2022-02,424
conspiracy,2022-03,474
conspiracy,2022-04,452
conspiracy,2022-05,638
conspiracy,2022-06,464
conspiracy,2022-07,388
conspiracy,2022-08,439
conspiracy,2022-09,397
conspiracy,2022-10,668
conspiracy,2022-11,1038
conspiracy,2022-12,450
conspiracy,2023-01,388
conspiracy,2023-02,370
conspiracy,2023-03,436
conspiracy,2023-04,420
conspiracy,2023-05,246
conspiracy,2023-06,261
conspiracy,2023-07,351
conspiracy,2023-08,289
conspiracy,2023-09,298
conspiracy,2023-10,261
conspiracy,2023-11,364
conspiracy,2023-12,298
conspiracy,2024-01,311
conspiracy,2024-02,350
conspiracy,2024-03,473
conspiracy,2024-04,270
conspiracy,2024-05,275
conspiracy,2024-06,300
conspiracy,2024-07,482
conspiracy,2024-08,320
conspiracy,2024-09,478
conspiracy,2024-10,585
conspiracy,2024-11,415
conspiracy,2024-12,241
conspiracy,2025-01,283
conspiracy,2025-02,212
conspiracy,2025-03,202
conspiracy,2025-04,158
conspiracy,2025-05,85
conspiracy,2025-06,0
conspiracy,2025-07,0
